NB,LATITUDE,LONGITUDE,NAME,NAME_MOD,AUTH_ANC,AUTH_MOD,COUNTRY,AM,PP,RE,BW,QU,MO,CN,SL,SH,PH,CO
1502,37.689322,26.943560,"Pythagoreion, Samos","Pythagoreio, on the isle of Samos","Plutarch, Alcibiade, 27, & Périclès, 26 ; Diodorus, Hist, 11, 9 ; Herodotus, Hist, 3, 44-60 ; Luc, Actes, 20.15 ; Strabo, Geogr, 14, 1 ; Josephus Flavius, Antiquités, 2, 2 ; Thucydides, Péloponnèse, 8, 17-51 ; Livy, Hist, 37, 13 & 37, 17-18 & 37, 22 ; Plutarch, Lysandre, 5 & Périclès, 26 ; Scylax, Peripl ; Xenophon, Helléniques, 1, 4-5 ; Antonine, Itin Mar ; Polyaenus, Stratagèmes, 3, 5","Lehmann, Theodoulou, Flemming, Blackman",GR: Eastern Isl.,a,p,r,X,,,,,X,,
1503,37.661621,26.886715,Heraion ,Ireo Samou on on the SE coast the isle of Samos,,BAtlas,GR: Eastern Isl.,m,,,,,,,,,,
1504,37.640754,26.797186,,"Samiopoula, on the isle of Samos ",,BAtlas,GR: Eastern Isl.,m,,,,,,,,,,
1505,37.695027,26.747847,Neokhorion,"Neokhorion, on the isle of Samos ",,BAtlas,GR: Eastern Isl.,m,,,,,,,,,,
1506,37.701288,26.667196,,"Agios Ioannis, on the isle of Samos ",,BAtlas,GR: Eastern Isl.,m,,,,,,,,,,
1507,37.752709,26.586443,port of Kalithea,port of Kalithea near Balsamo ? or Agios Isidoros ? on the isle of Samos ,,BAtlas,GR: Eastern Isl.,m,,,,,,,,,,
1508,37.806546,26.707062,Port d’Hydrousa,Port of Hydrousa near Neo Karlobasi ? on the isle of Samos ,,BAtlas,GR: Eastern Isl.,m,,,,,,,,,,
1509,37.755292,26.964105,Panormos ,"near Vathy, on the isle of Samos",,BAtlas,GR: Eastern Isl.,m,,,,,,,,,,
1510,37.731861,27.044352,,port of Tsoko near Kerveli ? on the isle of Samos ,,BAtlas,GR: Eastern Isl.,m,,,,,,,,,,
1511,37.577526,26.475208,"Panormos, Korsiai ?","Fourni Korseon, on the isle of Fournoi",,BAtlas,GR: Eastern Isl.,m,,,,,,,,,,
1512,37.633580,26.161171,Oinoe ,"near Kampos, on the isle of Ikaria",,BAtlas,GR: Eastern Isl.,m,,,,,,,,,,
1513,37.632496,26.186066,"Histoi, Histi, Icasia","Evdilos, on the isle of Ikaria","Strabo, Geogr, 14, 1 ; Antonine, Itin Mar",BAtlas,GR: Eastern Isl.,a,,,,,,,,,,
1514,37.691250,26.353393,Draconium ,mouillage near the airport of the isle of Ikaria,"Strabo, Geogr, 14, 1",Flemming,GR: Eastern Isl.,a,,,,,,,,,,
1515,37.621839,26.308109,"Therma, Asklepieis ","near Agios Kirykos, on the isle of Ikaria",,BAtlas,GR: Eastern Isl.,m,,,,,,,,,,
1516,37.461538,26.971232,"Tragreia, Tragea ",Isle of Agathonisi,"Antonine, Itin Mar",,GR: Eastern Isl.,a,,,,,,,,,,
1517,37.290764,27.099632,Pharmacussa  ,Isle of Farmakonisi,"Stadiasmus, 295",,GR: Eastern Isl.,a,,,,,,,,,,
1518,37.380246,26.736030,Acrite,"Arki, Port Augusta, on the isle of Arkoi","Stadiasmus, 290",BAtlas,GR: Eastern Isl.,a,p,,,,,,,,,
1519,37.293386,26.763825,Lepsia,"Lepsia, on the isle of Lepsia ",,BAtlas,GR: Eastern Isl.,m,,,,,,,,,,
1520,37.324950,26.546309,Phora,"Phora, on the isle of Patmos ",,"Lehmann, BAtlas, Flemming",GR: Eastern Isl.,m,,r,X,,,X,,,,
1520.1,37.190754,26.805194,,"Ormos Partheni,  on the isle of Leros ",,AdG,GR: Eastern Isl.,m,p,,,,,,,,,
1521,37.158621,26.850738,Leros,"Leros, on the isle of Leros ",,BAtlas,GR: Eastern Isl.,m,,,,,,,,,,
1522,37.146097,26.865031,Pandeli ,"Pandeli, on the isle of Leros",,Flemming,GR: Eastern Isl.,m,,,,,,,,,,
1523,37.105504,26.872712,Xerokambos,"Xerokambos, on the isle of Leros ",,BAtlas,GR: Eastern Isl.,m,,,,,,,,,,
1524,37.125252,26.852723,Lakkion ,"Lakki, on the isle of Leros, also called Eleos","Thucydides, Péloponnèse, 8, 27 ; Stadiasmus, 277",,GR: Eastern Isl.,a,,,,,,,,,,
1525,36.973140,27.037370,"Bathos, Vathys","Bathos, Vathys, on the isle of Kalymnos ",,BAtlas,GR: Eastern Isl.,m,,,,,,,,,,
1526,36.947462,26.984186,"Pothaia, Kalymnos","Pothaia, Kalymnos, on the isle of Kalymnos ",,BAtlas,GR: Eastern Isl.,m,p,,,,,,,,,
1527,36.991827,26.929436,"Sykia, Mirties","Sykia, Mirties, on the isle of Kalymnos ",,BAtlas,GR: Eastern Isl.,m,,,,,,,,,,
1528,37.033078,26.952463,Skalia,"Skalia, on the isle of Kalymnos ",,BAtlas,GR: Eastern Isl.,m,,,,,,,,,,
1529,36.895109,27.289108,Cos,"Kos, on the isle of Kos, Istanköy","Josephus Flavius, Antiquités, 2, 2 ; Luc, Actes, 21.1 ; Stadiasmus, 278 ; Scylax, Peripl ; Antonine, Itin Mar","BAtlas, Loven",GR: Eastern Isl.,a,,r,,,,,,X,,
1530,36.778635,27.149331,Halasarna ,"near Kardamaina, on the isle of Kos, Istanköy",,BAtlas,GR: Eastern Isl.,m,,,,,,,,,,
1531,36.739725,26.974221,"Astypalaia, Isthmos ","Kefalos, on the isle of Kos, Istanköy",,BAtlas,GR: Eastern Isl.,m,,,,,,,,,,
1532,36.616803,27.142888,Nisyros on l’isle of Nisyros ,"Mandraki, on the isle of Nisyros","Strabo, Geogr, 10, 5 ; Scylax, Peripl","Lehmann, BAtlas",GR: Eastern Isl.,a,,rs,X,,,,,,,
1533,36.560098,27.144854,Port d’Argos on l’isle of Nisyros ,"Port of Argos, on the isle of Nisyros ",,BAtlas,GR: Eastern Isl.,m,,,,,,,,,,
1534,36.500989,26.967698,Cordylusa ,Isle of Kandelioussa,,BAtlas,GR: Eastern Isl.,m,,,,,,,,,,
1535,36.461311,27.330530,Telos,"Agios Antonios, on the isle of Tilos",,BAtlas,GR: Eastern Isl.,m,,,,,,,,,,
1536,36.416855,27.390509,Livadia,"Livadia, on the isle of Telos ",,BAtlas,GR: Eastern Isl.,m,,,,,,,,,,
1537,36.551940,27.846679,"Metaponti, Symi","Panormittis, on the Isle of Simi, Sömbeki",,,GR: Eastern Isl.,m,p,,,,,,,,,
1538,36.217564,27.604205,"Chalcia, Calchia","Chorio, on the isle of Chalki","Strabo, Geogr, 10, 5 ; Antonine, Itin Mar",,GR: Eastern Isl.,a,,,,,,,,,,
1539,36.265543,27.703306,Eulimna ,"Alimnia, on the isle of Alimnia",,"BAtlas, Loven",GR: Eastern Isl.,m,,r,,,,,X,,,
1540,36.452487,28.231354,"Small port of Rhodes, Rhodos, Rodos, Rhodus, Makaria, Olyessa, Poeissia, Ophioussa, Stadia","Port Mandraki with its supposed Colossus of Rhodes. Diodore (Hist, 20, 85-86) distinguishes a « small port » and a « large port » during the siege of Demetrius in 303 BC. Knowing that the ancient city was located on the northern tip of the island, it may be guessed that both ports were located in the area of the present port of Mandraki. Diodore also mentions that the breakwater of the large port is located at only 150 m of the city walls. The small port would thus perhaps be near the present prefecture and the large port would be inside the port of Mandraki now protected by jetties decorated with a deer on each side.
Dans ce cas, le port of commerce Emborio (ou Kolona) est le port of la ville médiévale encore entourée de ses remparts and le port Akandia (Akadias) est encore plus récent. Ces deux derniers ne relèvent donc pas de notre liste.","Appian, Mithridatique, 4, and many others like Diodorus, Hist, 5, 34-36 & 14, 19 & 20, 82 ; Luc, Actes, 21.1 ; Polybius, Hist, 31, 7 ; Strabo, Geogr, 14, 2 ; Josephus Flavius, Antiquités, 2, 2 ; Stadiasmus, 271","Lehmann, RE, Blackman, Loven",GR: Eastern Isl.,a,,r,,,,,,X,,
1541,36.335936,28.211999,Calithea ,"Metropolite near Faliraki, on the isle of Rhodes",,"BAtlas, Flemming",GR: Eastern Isl.,m,,,,,,,,,,
1542,36.313854,28.207313,"Eremokastro, on the isle of Rhodes ","Eremokastro, on the isle of Rhodes ",,BAtlas,GR: Eastern Isl.,m,,,,,,,,,,
1543,36.281893,28.178239,"Brygindara, Aphandos ","Aphantou, on the isle of Rhodes",,"Flemming, BAtlas",GR: Eastern Isl.,m,,,,,,,,,,
1544,36.246384,28.169361,Kolympia,"Kolympia, on the isle of Rhodes ",,BAtlas,GR: Eastern Isl.,m,,,,,,,,,,
1545,36.227002,28.152883,Phagai ,"near Tsampika, on the isle of Rhodes ",,BAtlas,GR: Eastern Isl.,m,,,,,,,,,,
1546,36.197199,28.141149,Stegna,"Stegna, on the isle of Rhodes ",,BAtlas,GR: Eastern Isl.,m,,,,,,,,,,
1547,36.091347,28.095372,"Lindus, Lindos, Thermydros",East coast of the isle of Rhodes,"Diodorus, Hist, 5, 36; Apollodorus, Bibliothèque, 2, 58","Lehmann, Flemming",GR: Eastern Isl.,a,,rs,X,,,,,,,
1548,36.072135,28.019486,Lartos ,"near Lardos, on the isle of Rhodes ",,BAtlas,GR: Eastern Isl.,m,,,,,,,,,,
1549,36.064175,27.998721,Ampelia,"Ampelia near Glystra, on the isle of Rhodes ",,BAtlas,GR: Eastern Isl.,m,,,,,,,,,,
1550,36.014932,27.931003,Gennadi,"Gennadi, on the isle of Rhodes ",,BAtlas,GR: Eastern Isl.,m,,,,,,,,,,
1551,35.926334,27.856003,Ixia ,"near Plimiri, on the isle of Rhodes",,BAtlas,GR: Eastern Isl.,m,,,,,,,,,,
1552,35.914068,27.838705,Germatos,"Germatos near Plimiri, on the isle of Rhodes ",,BAtlas,GR: Eastern Isl.,m,,,,,,,,,,
1553,35.872159,27.748549,Mnasyrion promontory ,Cape Prasonisi at the southern tip of the isle of Rhodes,,Flemming,GR: Eastern Isl.,m,,,,,,,,,,
1554,35.889702,27.765101,Vroulia ,"Creek behind cape Prasonisi, on the isle of Rhodes",,Flemming,GR: Eastern Isl.,m,,,,,,,,,,
1555,35.964573,27.727844,Kattabia ,"Kattavia, on the isle of Rhodes",,BAtlas,GR: Eastern Isl.,m,,,,,,,,,,
1556,36.059066,27.754248,Kalogeros,"Kalogeros near Apolakia, on the isle of Rhodes ",,BAtlas,GR: Eastern Isl.,m,,,,,,,,,,
1557,36.125049,27.709112,Kassaros,"Kassaros near Monolithos, on the isle of Rhodes ",,BAtlas,GR: Eastern Isl.,m,,,,,,,,,,
1558,36.171051,27.723935,Batoklia,"Batoklia, on the isle of Rhodes ",,BAtlas,GR: Eastern Isl.,m,,,,,,,,,,
1559,36.191823,27.765186,Kymisala ,"near Lakkio, on the isle of Rhodes",,BAtlas,GR: Eastern Isl.,m,,,,,,,,,,
1560,36.274864,27.826488,Kretinia ,"Kretinia, on the isle of Rhodes ",,BAtlas,GR: Eastern Isl.,m,,,,,,,,,,
1561,36.346839,27.920455,"Camire, Kamiros, Kerama, Bema ? ",Camiros on the West coast of the isle of Rhodes,"Diodorus, Hist, 5, 36","Lehmann, Flemming, BAtlas",GR: Eastern Isl.,a,,rs,X,,,,,,,
1562,36.365889,27.974029,Phanes,"Phanes, Fanes, on the isle of Rhodes ",,BAtlas,GR: Eastern Isl.,m,,,,,,,,,,
1563,36.416881,28.102031,Asomata,"Asomata near Kremasti, on the isle of Rhodes ",,BAtlas,GR: Eastern Isl.,m,,,,,,,,,,
1564,36.426724,28.146495,"Ialysos, Trianta ",NW coast of the isle of Rhodes,,"Lehmann, Flemming",GR: Eastern Isl.,m,,rs,X,,,,,,,
1565,35.885385,27.235350,Palatea ,"bay of Palatia, on the isle of Saria",,Flemming,GR: Eastern Isl.,m,,,,,,,,,,
1566,35.583232,27.127953,"Porphyris, Carpathus","Isle of Carpathos, Karpathos, Kerpe","Apollonius, Argonauticas, 4, 1635",,GR: Eastern Isl.,a,,,,,,,,,,
1567,35.511881,27.212685,"Poseidion, Posidio, Potidaion, Potideo ","Pigadia, on the isle of Carpathos, Karpathos, Kerpe",,Lehmann,GR: Eastern Isl.,m,,r,,X,,,,,,
1568,35.482441,27.114921,"Arkaseia, Arkasa ","Arkasa, on the isle of Carpathos, Karpathos, Kerpe",,Flemming,GR: Eastern Isl.,m,,,,,,,,,,
1569,35.543932,27.110472,,"Palaiokastro, on the isle of Carpathos, Karpathos, Kerpe",,BAtlas,GR: Eastern Isl.,m,,,,,,,,,,
1570,35.801578,27.168158,Brykous ,"near Vrykounta, on the isle of Carpathos, Karpathos, Kerpe",,BAtlas,GR: Eastern Isl.,m,,,,,,,,,,
1571,35.579647,27.188922,Palaia Pi ,"near Kato Lefkos, on the isle of Carpathos, Karpathos, Kerpe",,BAtlas,GR: Eastern Isl.,m,,,,,,,,,,
1572,35.421134,26.927066,"Cassos, Cassus","Casos, on the isle of Kasos, Kasot",,Flemming,GR: Eastern Isl.,m,,,,,,,,,,
1573,35.510749,23.569444,"Falasarna, Phalasarna  ","Falasarna, Phalasarna. There are only a few places protected from the western waves on the West coast of Crete;  the only good natural shelter from a nautical point of view is at Gramvousa (Balos Beach). However, the ancient port was identified as a cothon (dug artificial basin) at the toe of a promontory located 1 km North of the city of Phalasarna","Stadiasmus, 336","Lehmann, Flemming, Hampsa, Carayon, Blackman",GR: Crete North,a,,r,,X,X,,,,,X
1574,35.503356,23.563697,Iusagura  ,island in front of Balos,"Stadiasmus, 336",,GR: Crete North,a,,,,,,,,,,
1575,35.584142,23.480557,Mese and Myle  ,islets in front of Phalasarna,"Stadiasmus, 336",,GR: Crete North,a,,,,,,,,,,
1576,35.590359,23.588059,Treto ,Balos on the West side of Cape Gramvousa,"Stadiasmus, 337",Flemming,GR: Crete North,a,,,,,,,,,,
1577,35.590108,23.606739,"Agnio, Agneion ",Creek on the East side of Cape Gramvousa ?,"Stadiasmus, 338","Flemming, RE",GR: Crete North,a,,,,,,,,,,
1578,35.515010,23.638056,Mykenai ? ,near Trachilos,,BAtlas,GR: Crete North,m,,,,,,,,,,
1579,35.501278,23.646137,"Cisamo, Cisamus ",Kissamos-Kastelli inside the gulf of Kissamos,"Stadiasmus, 339","Hampsa, Flemming",GR: Crete North,a,,r,X,,,,,,,
1580,35.508999,23.713739,"Tityro, Napia ? ",port of Mythimna,"Stadiasmus, 340",Flemming,GR: Crete North,a,,,,,,,,,,
1581,35.664632,23.768729,"Diktyna, Dictynnaeo ",nice sheltered reek mentioned by N.C. Flemming,"Stadiasmus, 341","Hampsa, Flemming",GR: Crete North,a,,,,,,,,,,
1582,35.546806,23.792570,Pergamos ? ,near Kolympari,,"BAtlas, Flemming",GR: Crete North,m,,,,,,,,,,
1583,35.535662,23.930210,"Akoition, Akytos, Koite, Coete ","Isle of Theodori, near Kydonia","Stadiasmus, 342","Flemming, RE, BAtlas",GR: Crete North,a,,,,,,,,,,
1584,35.518254,24.017083,"Cydonie, Kydonia ","Khania, Chania, la Canée","Strabo, Geogr, 10, 4 ; Scylax, Peripl ; Stadiasmus, 343","Lehmann, Hampsa, Flemming",GR: Crete North,a,p,,,,,,,,,
1585,35.504177,24.175531,Minoa ,"Marathi, on the North side of the entrance to the bay of Souda. Ptolemy locates this site at 3° of longitude, i.e. 250 km, East of Phalasarna, which would lead to the East coast of Crete","Ptol, Geogr, 3, 17 ; Stadiasmus, 344",Hampsa,GR: Crete North,a,,r,,X,,,,,,
1586,35.488595,24.152604,"Leukai, Budroae, Boudroe ",islet in the bay of Souda,,"Lehmann, RE, BAtlas",GR: Crete North,m,,,,,,,,,,
1586.1,35.497358,24.079312,,Soudha,,AdG,GR: Crete North,m,p,,,,,,,,,
1587,35.470198,24.140695,"Kisamos , port of Aptera ","Kalami, on the South side of the entrance to the bay of Souda. There are thus two homonym sites: Hampsa seems to have managed to make this distinction","Strabo, Geogr, 10, 4",Hampsa,GR: Crete North,a,,,,,,,,,,
1588,35.452209,24.200841,Tanos ? ,near Almyrida,,BAtlas,GR: Crete North,m,,,,,,,,,,
1589,35.365068,24.265130,"Amfimala, Amphimalla ","Georgioupoli, at the outlet of R Almiros","Stadiasmus, 345","Hampsa, Flemming",GR: Crete North,a,,,,,,,,,,
1590,35.354224,24.319465,"Idramia, Hydramia, Hydramo ","near Dramia, Idramon, inside the estuary","Stadiasmus, 346",Hampsa,GR: Crete North,a,,,,,,,,,,
1591,35.360742,24.407840,Amphimatrio ,Gerani beach ?,"Stadiasmus, 346",,GR: Crete North,a,,,,,,,,,,
1592,35.370814,24.468506,"Rethymno , Arsinoe Rhithymna ",West side of Rethymno. Note the slipways located West of the castle underneath the coastal boulevard,,"Hampsa, Cohen, Flemming, Blackman, Loven",GR: Crete North,m,,r,,,,,X,,,
1593,35.392482,24.600021,"Pantomatrion, Agrion ",near Prinos,,BAtlas,GR: Crete North,m,,,,,,,,,,
1594,35.422026,24.691433,"Panormos, Aulopotamos ? ",Panormos,,"Hampsa, BAtlas, Flemming",GR: Crete North,m,,,,,,,,,,
1595,35.409939,24.788654,"Astali, Astale ",Vlychada,"Stadiasmus, 347","Flemming, Hampsa",GR: Crete North,a,,,,,,,,,,
1596,35.411566,24.871955,Kytaion ? ,near Sises,,BAtlas,GR: Crete North,m,,,,,,,,,,
1597,35.407140,25.023653,"Dium, Apellonia ? ",Agia Pelagia,,"Hampsa, BAtlas",GR: Crete North,m,,,,,,,,,,
1598,35.341358,25.070492,Apollonia ? ,near Gazi,,BAtlas,GR: Crete North,m,,,,,,,,,,
1599,35.343337,25.136072,"Poros and Katsambas, Heraklion, Omphalion, port of Cnossos, Candia",Iraklio,"Strabo, Geogr, 10, 4 ; Plutarch, Thésée, 17 ; Stadiasmus, 348","Hampsa, Flemming",GR: Crete North,a,p,,,,,,,,,
1600,35.446638,25.218193,Dius  ,Isle of Dia,"Stadiasmus, 348",,GR: Crete North,a,,,,,,,,,,
1601,35.335456,25.193977,"Amnissus, Amnisos, ancient port of Cnossos ","outlet of river and beach near Karteros, East of Iraklion's airport","Strabo, Geogr, 10, 4 ; Homer, Odyssey, 19, 188","Lehmann, Hampsa, Flemming, Blackman",GR: Crete North,a,,rs,X,,,,,,,
1602,35.333892,25.243195,Nirou Khani ,"1 km East of Stavromeno. N.C.Flemming and P.A. Pirazzoli, 1981 mention a minoan shipyard which can be seen under water on Google Earth between the tip of the sand spit and the rocky islet",,"Frost, Flemming, Hampsa, Blackman",GR: Crete North,m,,rs,,,,,X,,,
1603,35.320010,25.392035,"Chersonesos, Cherrhonesos, port of Lyctos, Lyttos ","Cherronisos, Hersonissos at Anissaras","Ovid, Métamorphoses, 7, 490-493 ; Strabo, Geogr, 10, 4 ; Stadiasmus, 349","Lehmann, Hampsa, Flemming, Blackman",GR: Crete North,a,,rs,X,,X,,,X?,,
1604,35.298926,25.488971,Malia,Mallia ,,"Frost, Hampsa, Flemming, Blackman",GR: Crete North,m,,rs,,X,,,,,,
1605,35.320661,25.563095,Milatos ,Militos ,,Hampsa,GR: Crete North,m,p,,,,,,,,,
1606,35.258853,25.731845,"Olus, Olous, Olonte ",Bay of Ormos 2 km North of Aghios Nikolaos,"Scylax, Peripl ; Stadiasmus, 350","Hampsa, Flemming",GR: Crete North,a,p,,,,,,,,,
1607,35.260987,25.755820,,Kolokythia ,,BAtlas,GR: Crete North,m,,,,,,,,,,
1608,35.190432,25.717406,"Lato pros Kamara, Kamara, Camara ",Agios Nikolaos,"Stadiasmus, 351",Hampsa,GR: Crete North,a,p,,,,,,,,,
1609,35.129071,25.734447,Istro ,Istron,"Stadiasmus, 352",Hampsa,GR: Crete North,a,,,,,,,,,,
1610,35.113067,25.808118,"Gournia, Minoa ",Pachia Ammos,,"Flemming, Hampsa, BAtlas",GR: Crete North,m,,,,,,,,,,
1611,35.154680,25.863480,Tholos ,due South of the isle of Psira,,"Hampsa, Flemming",GR: Crete North,m,,,,,,,,,,
1612,35.185805,25.864735,Pseira ,"East bay, on the isle of Psira",,"Hampsa, Flemming",GR: Crete North,m,,,,,,,,,,
1613,35.177629,25.874956,Caso ,near Mokhlos ?,"Stadiasmus, 318",,GR: Crete North,a,,,,,,,,,,
1614,35.184461,25.905438,Mochlos ,"Mokhlos, small creek on the East side of the cape located in front of the islet",,"Frost, Hampsa, Flemming",GR: Crete North,m,,,,,,,,,,
1615,35.205713,26.003616,Petra ? ,near Chamezi,,BAtlas,GR: Crete North,m,,,,,,,,,,
1616,35.207642,26.113579,"Setaea, Cetia, Etis ","Sitia, Sitaia, Siteia, Eteia,Etea","Stadiasmus, 353","Flemming, Hampsa, Blackman, Loven",GR: Crete North,a,,rs,,,,,X,,,
1617,35.198554,26.130828,"Petras, Polichna ? ","Trypitos, small basin of 5.5 x 17 m dug into the rock perpendiculary to the coastline",,"BAtlas, Hampsa calls it Petras",GR: Crete North,m,,r,,,,X,,,,
1618,35.338064,26.182722,Dionysa ,"Dionysiades islands, Dragonada and Gianisada, South creek on the isle of Dragonada","Stadiasmus, 354 ; Antonine, Itin Mar",,GR: Crete North,a,,,,,,,,,,
1619,35.319304,26.312640,Samonio ,Cape Sidero,"Stadiasmus, 318 & 355",,GR: Crete North,a,,,,,,,,,,
1620,35.264275,26.266632,"Ermoupolis, Rimopolis ",Itanos,,"Hampsa, Flemming",GR: Crete North,m,,,,,,,,,,
1621,35.198666,26.283245,"port of Dicte, Diktaios Palaiokastron, Petsofa ","Rousolakos, Eleia Chora, Mont Dicté, Dikti, East of Crete","Apollonius, Argonauticas, 4, 1640","Flemming, Hampsa, BAtlas locates it at Palechora near Kourmenos",GR: Crete South,a,,rs,,X?,,,,,,
1622,35.096685,26.267077,,Kato Zakros ,,"Flemming, Hampsa",GR: Crete South,m,,,,,,,,,,
1623,35.030506,26.222331,Ambelos ,"Ambelos, Xirokambos",,Hampsa,GR: Crete South,m,,,,,,,,,,
1624,35.005827,26.146931,Syrinthos ? ,near Atherinolakkos,,BAtlas,GR: Crete South,m,,,,,,,,,,
1625,34.938987,26.141720,Leuke ,Isle of Koufonisi,,Flemming,GR: Crete South,m,,,,,,,,,,
1626,35.036847,25.976062,Stalai ? ,Makrygialos,,"Hampsa, BAtlas",GR: Crete South,m,,,,,,,,,,
1627,35.012406,25.844654,,Koutsounari ,,"Hampsa, Flemming",GR: Crete South,m,,,,,,,,,,
1628,35.006064,25.740707,Hierapytna ,Ierapetra. Can we distinguish on Google Earth a submerged breakwater at the North end of the shingle beach on the East side of the cape ??,"Stadiasmus, 319","Lehmann, Hampsa",GR: Crete South,a,,rs,X,,,,,,,
1629,35.011818,25.682529,"Gra Ligia, Gralivia",Gra Lygia ,,Hampsa,GR: Crete South,m,,rs,,X?,,,,,,
1630,35.001089,25.595171,Myrtos ,Myrtos ,,Hampsa,GR: Crete South,m,,,,,,,,,,
1631,34.990184,25.453964,Aria ? ,Arvi,,"Hampsa, BAtlas",GR: Crete South,m,,,,,,,,,,
1632,34.996491,25.377161,"Bieno, Biennus ",near Kastri,"Stadiasmus, 320",BAtlas,GR: Crete South,a,,,,,,,,,,
1633,34.983081,25.286085,"Inatos, Einatos, port of Priansos ",Tsoutsouros,,"Hampsa, Flemming",GR: Crete South,m,,,,,,,,,,
1634,34.950629,25.132607,Plaka ,Tris Ekklisies,,Hampsa,GR: Crete South,m,,r,X,,,,,,,
1635,34.931409,24.982461,Trypiti ,Trypiti ,,Hampsa,GR: Crete South,m,,,,,,,,,,
1636,34.927972,24.924489,"Leben, Lebena, port of Gortyne ",Lendas,"Strabo, Geogr, 10, 4 ; Stadiasmus, 321","Hampsa, BAtlas, Flemming",GR: Crete South,a,,,,,,,,,,
1637,34.937597,24.824954,"Lasea, Halis ",islet of Trafos at Chrysostomos 2 km East of Kaloi Limenes. A rubble mound breakwater can be seen on Google Earth,"Stadiasmus, 322","Flemming, Hampsa",GR: Crete South,a,,r,X,,,,,,,
1638,34.929343,24.802962,"Beaux Ports, port of Lasée, Elyssa ",Kaloi Limenes. www.bilbiquest.org locates it in a bay now called « Kaloi Limenes » Good Ports. It is today a small LPG terminal. One wonders just why the captain preferred to winter at Loutro rather than here,"Luc, Actes, 27.8",Hampsa,GR: Crete South,a,,rs,X,,,,,,,
1639,34.993031,24.747607,Matalum,"Matala. N.C.Flemming and P.A. Pirazzoli, 1981 mention a slipway in the SE corner of the Matala creek","Strabo, Geogr, 10, 4 ; Stadiasmus, 323","Frost, Flemming, Hampsa, Blackman, Loven",GR: Crete South,a,,r,,,,,X,,,
1640,35.012878,24.760081,"Kommos, Amyklaion ? ",Komo beach 1 km South of Kalamaki,,"Frost, Hampsa, BAtlas, Flemming, Blackman",GR: Crete South,m,,r,,,,,X?,,,
1641,35.053473,24.747535,Phestie ,"Phaistos, Festos  (near Tympaki airport)","Polybius, Hist, 4, 12 ; Strabo, Geogr, 10, 4",,GR: Crete South,a,,,,,,,,,,
1642,35.093968,24.693817,"Sulia, Soulia, Sulena, port of Sybrite ? ","Agia Galini, 6km NW of Tympaki Airport (shipwreck)","Stadiasmus, 324 ; Scylax, Peripl","Hampsa, Flemming",GR: Crete South,a,,,,,,,,,,
1643,35.099887,24.564698,"Psycheion, Psyche ",Agios Pavlos,"Stadiasmus, 325",BAtlas,GR: Crete South,a,,,,,,,,,,
1644,35.148695,24.475675,Bionnos ? ,near Preveli,,BAtlas,GR: Crete South,m,,,,,,,,,,
1645,35.186593,24.391978,Lamone? ,Plakias Bay,"Stadiasmus, 326",BAtlas,GR: Crete South,a,,,,,,,,,,
1646,35.187870,24.366895,Apollonia ? ,in front of Plakias,"Stadiasmus, 327",BAtlas,GR: Crete South,a,,,,,,,,,,
1647,35.174359,24.236226,,Agios Eustratios near Fragkokastello ,,BAtlas,GR: Crete South,m,,,,,,,,,,
1648,35.198698,24.082457,"Phoenicis Portus, port of Phenix ","Loutro. Ptolemy locates Phoenicis Portus explicitely on the South coast at 20’ of latitude South of Phalasarna. St Luke indicates that the port of Phenix looks toward the SE and the NE (and not toward the NW and the SW) according to www.bibliquest.org who places it at Loutro, 6 km West of Sfakia","Luc, Actes, 27.12 ; Ptol, Geogr, 3, 17 ; Stadiasmus, 328","Hampsa, Flemming, BAtlas locates it at Finikas, on the west side of the promontory",GR: Crete South,a,,,,,,,,,,
1649,34.845399,24.082720,"Clauda, Claudia, Gaudus, Kaudos, Kyklos ",Isle of Gavdos,"Luc, Actes, 27.16 ; Stadiasmus, 328",,GR: Crete South,a,,,,,,,,,,
1650,34.860930,24.057597,"Ambelos, Kaudos ? ","Ampelos, on the isle of Gavdos",,BAtlas,GR: Crete South,m,,,,,,,,,,
1651,35.225203,23.956073,"Tharro, Tarrha, Tarra ",near Agia Roumeli,"Stadiasmus, 329",Hampsa,GR: Crete South,a,,,,,,,,,,
1652,35.234613,23.873971,"Peocilassus, Paecilasso ",Tripiti ?,"Stadiasmus, 330","Hampsa, Flemming",GR: Crete South,a,,,,,,,,,,
1653,35.244359,23.812588,"Syba, Syia, Suja, port of Elyros ","Suia, shingle beach of Sougia","Stadiasmus, 331",Hampsa,GR: Crete South,a,,,,,,,,,,
